ad_am,m
0.6745029671924664, 0.9078328981723238
0.677059070300108, 0.8827676240208877
0.687531514299071, 0.8577023498694517
0.6900807276409239, 0.8305483028720626
0.7058100629367347, 0.7992167101827676
0.7136540612872736, 0.7772845953002612
0.7241368399349197, 0.7553524804177545
0.7425359594738872, 0.733420365535248
0.7582962987157477, 0.7114882506527415
0.7793341985518223, 0.689556135770235
0.7951117622081546, 0.672845953002611
0.8082471006844855, 0.6550913838120105
0.8319410052321392, 0.6383812010443863
0.8450935681229419, 0.6258485639686684
0.8766934789132339, 0.6060052219321149
0.8924882669840382, 0.5945169712793733
0.9135571707661623, 0.5819843342036554
0.926716623422754, 0.5715404699738903
0.9556915334475165, 0.5558746736292428
0.9741388813470053, 0.5485639686684073
0.9952181197778127, 0.5391644908616187
1.0294774801625781, 0.5255874673629242
1.053192054007598, 0.5151436031331592
1.0848229687439397, 0.5046997389033941
1.1138219929489628, 0.4963446475195822
1.145459797451093, 0.4879895561357701
1.1691881508276907, 0.48172323759791114
1.2192939725266763, 0.4723237597911226
1.2588515628030221, 0.4650130548302871
1.282590250828303, 0.46187989556135756
1.316880615159118, 0.4577023498694517
1.3511675346070384, 0.45248041775456915
1.3960061303604931, 0.44621409921671007
1.419744818385774, 0.44308093994778064
1.4566808527794846, 0.44099216710182754
1.4804195408047653, 0.4378590078328981
1.517352130315582, 0.43472584856396856
1.5410977081066515, 0.4336814621409921
1.575394962203255, 0.43159268929503913
1.5965017596972177, 0.4305483028720626
1.643986025513568, 0.4263707571801566
1.6624505978275292, 0.4242819843342036
1.6941159613928145, 0.4242819843342036
1.7310554406694199, 0.42323759791122717
1.7653526947660236, 0.42114882506527407
1.7943758331513076, 0.42010443864229763
1.8260377518336983, 0.4190600522193211
1.8497867745076626, 0.4190600522193211
1.899916710386909, 0.4169712793733681
1.9368527447806194, 0.4148825065274151
1.971156888643012, 0.4148825065274151
1.997544691614083, 0.4148825065274151
2.089898557129938, 0.41383812010443854
2.1294871513523335, 0.41592689295039154
2.147944833900506, 0.41174934725848555
2.1875334281229013, 0.41383812010443854
2.206004890202651, 0.41383812010443854
2.2297539128766153, 0.41383812010443854
2.271974397630329, 0.41383812010443854
2.3062716517269326, 0.41174934725848555
2.3590507025519694, 0.4127937336814621
2.3748799394517177, 0.41174934725848555
2.4065418581341085, 0.4107049608355091
2.4276521005109655, 0.4107049608355091
2.4540399034820366, 0.4107049608355091
2.4777889261560007, 0.4107049608355091
2.498899168532857, 0.4107049608355091
2.5226481912068217, 0.4107049608355091
2.5543101098892125, 0.40966057441253256
2.5806979128602836, 0.40966057441253256
2.604450380417142, 0.4107049608355091
2.6281925133253177, 0.408616187989556
2.6519415359992817, 0.408616187989556
2.683610344447461, 0.40966057441253256
2.704717141941424, 0.408616187989556
2.7416600661009234, 0.408616187989556
2.7680444241891, 0.4075718015665796
2.8076295735286014, 0.408616187989556
2.836652711913885, 0.4075718015665796
2.860401734587849, 0.4075718015665796
2.889424872973133, 0.406527415143603
2.918451456241311, 0.406527415143603
2.9527590449865984, 0.4075718015665796
2.994972639974523, 0.4054830287206266
3.021360442945594, 0.4054830287206266
3.0820523897790575, 0.4054830287206266
3.124272874532772, 0.4054830287206266
3.1559313483322686, 0.4033942558746735
3.1928777173746625, 0.40443864229765014
3.2324559769483745, 0.4033942558746735
3.2931479237818384, 0.4033942558746735
3.3591139863266215, 0.40234986945169704
3.411896482034553, 0.40443864229765014
3.464658308445117, 0.40026109660574405
3.4963271168932972, 0.4013054830287205
3.5332631512870085, 0.3992167101827676
3.570206075446508, 0.3992167101827676
3.6018645492460046, 0.3971279373368146
3.649359149711038, 0.39608355091383796
3.7047769808331816, 0.3971279373368146
3.749629356118214, 0.3950391644908615
3.7944851762861407, 0.3939947780678851
3.8287927650314275, 0.3950391644908615
3.8683779143709285, 0.39608355091383796
3.907945839295958, 0.3919060052219321
3.9475275437525648, 0.3919060052219321
