ad_am,m
0.8589071314753741, 0.6109648449312064
0.8357381713977925, 0.6639169753553069
0.6856477205076352, 0.6818710783943149
0.7078329939333232, 0.6891617213486543
0.7411119007148661, 0.7003406009033867
0.7314006112153197, 0.73337564021394
0.7129637121541427, 0.739688775703054
0.7573203060033641, 0.7508692498866041
0.8863566732853606, 0.7013331687518898
0.9468778201305942, 0.7523540264968248
0.9354951603015383, 0.6780204041616267
0.9293050105599864, 0.6692745738206833
1.0239751335353982, 0.643539213694436
0.9955319386434078, 0.6109845120199575
0.9745396469019314, 0.5944632715641064
1.000333764670585, 0.5813495757106137
1.045857427485731, 0.5769836591888418
1.077718111262568, 0.5424943183965829
0.9126640622046983, 0.513320761358482
0.9150878980075408, 0.5040903410379497
0.8624781033839204, 0.5813297314408828
1.3774285975416727, 0.39193017415709097
1.3305823894508806, 0.37394772216132444
1.4154694646299513, 0.36375751247354093
1.4080444741977245, 0.35403984445872383
1.468513795606384, 0.39242911579603856
1.4390191423377492, 0.4035989591208041
1.530269783142293, 0.44442181121484725
1.5498797310274606, 0.4240197757597519
1.5856542319086406, 0.44345812386604166
1.594345955607896, 0.4619209134978832
1.7540360719803636, 0.38372527734729356
1.792230422092342, 0.3929615446401572
1.826694337414008, 0.39296650570758995
1.8905811477075143, 0.36431173457816757
1.8253060136996329, 0.3545857390573026
