ad_am,m
0.7986989305356063, 0.6362193358784396
0.7727632894593853, 0.6148390842342001
0.7603949496924137, 0.6002624050309948
0.7923453313402442, 0.5876354253288478
0.8267992802317999, 0.5852112351640458
0.8045781276577146, 0.5691756477736619
1.1451400143162231, 0.4754594893407922
1.1980946474216623, 0.48226873157317807
1.238631108609578, 0.46235553844118527
1.2090128716075748, 0.4434039064862413
1.1979072785355873, 0.4366006884071666
1.122743452572195, 0.4166708402630782
1.1768671479295811, 0.40841952203658893
1.2223788510285947, 0.4011386240361354
1.3011216220446211, 0.3933766796756879
1.3369080826419335, 0.41573000926065906
1.366446588203054, 0.41524843135772593
1.3640725845507635, 0.43662460783943147
1.3283698419663779, 0.4346761486052312
1.321028569547078, 0.4453633509411853
1.2841009527021279, 0.4448722052653462
1.268075929727661, 0.4390399389552464
1.2865267817909924, 0.43612761519126086
1.3593205906741384, 0.47840530030994854
1.3766422462059644, 0.5002701419337767
1.5055649961847029, 0.4230417367515875
1.520261494025457, 0.40506814380480805
1.511549837465981, 0.3817470517084971
1.545973887067206, 0.3720354078469912
1.617598633698405, 0.4293736534245538
