ad_am,kwm_kfm
2.7694037884110836, 1.4558723064281205
3.1888256215596544, 1.591649506475135
3.267282172576037, 1.5970940982576083
1.5266976680607103, 1.2131008418633766
1.751936378967447, 1.2787196883360576
1.7580058312721252, 1.3111780546996312
1.9793891299744057, 1.1831025660807604
