ad_am,kwm_kfm
0.15832043622182035, 2.595208229021633
0.2778496057859142, 2.5221958555613258
0.28366016659150173, 2.498671524161567
0.20805970659308615, 2.4708280541041807
0.17548287147952857, 2.46641322914849
0.2561172177862602, 2.3027842745161187
0.29162781136751137, 2.3015950305258963
0.2612805498441213, 2.1393031987080278
0.12557169715286653, 2.2336208927510897
0.26233579159441434, 2.047488674791372
0.20892751089803763, 2.018482057006872
0.25332222516207903, 2.018395069463178
0.2784688742517387, 2.016106468611218
0.3852025903647831, 2.056205240895951
0.4961634868749776, 2.0503895022603817
0.531663724796265, 2.046960950359626
0.39151436511260995, 1.821063412366004
0.3544928807426665, 1.815537632209416
0.3543634349931212, 1.7875462833277498
0.3913538523831738, 1.7863541397527376
0.3188631970718334, 1.790974835228505
0.4015210393354566, 1.7449066463143428
0.5123835570759965, 1.7178174825287071
0.39396658539199536, 1.7113315255802921
0.4115484248782302, 1.673228496083748
0.45555480189363584, 1.5891674618950544
0.4866259240484829, 1.5879869166592018
0.5026916949160438, 1.5420492090605808
0.4759409540980193, 1.517469014570931
0.5070172540828481, 1.517408123290345
0.5528866143257092, 1.516198582206594
0.5686779602042344, 1.4109192149788405
0.5375654154095326, 1.4031425285725603
0.6214234786629391, 1.2966101264892085
0.6539951359465148, 1.2999052974896326
0.6277362889767621, 1.381692228750315
0.6573690099626626, 1.3894718147413854
0.9095490058307543, 1.200874121257529
0.9077326230731351, 1.1280995137499863
1.0028452175750044, 1.215246948834237
1.0346464137572868, 1.371937611290983
