ad_am,kwm_kfm
2.015495174003565, 1.3106735269462035
1.7693991283641002, 1.2148646178683802
1.8356028625115268, 1.1307600899078396
1.8830245361829339, 1.1452228046130322
2.069824072870707, 1.218754617977115
2.071070894330327, 1.1683672904053253
2.120008636620409, 1.1906646832125947
2.120158793689882, 1.2231346479153278
2.1645327966339956, 1.2185690445505668
2.166178311002215, 1.25439507153431
2.1175046380412055, 1.2892000304456401
2.090971366082417, 1.3116453020771899
2.2179410773303725, 1.2475756623350664
2.269776333278275, 1.2564314085095565
2.318677830758484, 1.270891223629959
2.278852033670392, 1.2989608613009502
2.207924047447562, 1.3214931204761946
2.123610335155756, 1.3294959744960806
2.1547280577804395, 1.3383923148576273
2.270231982316674, 1.354960956573022
2.3161893656692256, 1.3727855327288043
2.2703666058962013, 1.384071959409955
2.1579207077472238, 1.3887709436750475
2.1949629034370948, 1.398775339652702
2.1625310475630277, 1.4257108254444777
2.066508190550356, 1.4617282250243486
2.122938252824117, 1.5041648911024685
2.0430329449788247, 1.505441122636385
