ad_am,kwm_kfm
1.751486943325026, 1.5015337250189118
1.5263466111879436, 1.4571883036962974
1.7959903920186853, 1.5249594705358174
1.8506972724745, 1.5147753003011941
2.082905342536753, 1.4874483705627934
2.120159829255878, 1.5433585787063813
2.180625492217462, 1.4984535375193326
2.371165493284095, 1.4208233681680473
2.644865586122586, 1.4057314435634651
2.5842135212816575, 1.410328942360914
2.5834275266904188, 1.5603654719514357
2.4880363649355273, 1.7329806540738388
2.4555216637817514, 1.742001676581348
2.7972822605991468, 1.4043131323748477
2.731760964443323, 1.3159880516395337
2.9017605139721145, 1.5966906417454256
2.96978063087716, 1.5853607212924277
2.7122498655058656, 1.576908017403722
2.925722475561936, 1.6582252159284547
2.8215714610438183, 1.8566098365307293
2.8798437952251077, 1.9774193798927255
3.2883155535281463, 1.665352395341817
3.29695113837181, 1.6127112619355453
3.478193827923104, 1.764630450507453
3.695655438197161, 1.7485290561696174
3.6959712858260514, 1.8168279474408833
4.0011877941978256, 1.8968457177533808
