ad_am,kwm_kfm
0.7068825269467216, 1.8562747273743065
0.8493070251243842, 1.6141482133120972
0.8323144226900792, 1.4596678629179867
0.7953032939800992, 1.456381390671932
0.7802927648628313, 1.4105045743538973
0.8197871808320873, 1.3107770835458399
0.707222192593528, 1.2897240268397991
1.3815724137645355, 1.5112158528584985
1.4064964161649776, 1.4607821319300722
1.5989667122488296, 1.4805589571021962
1.5757389669504285, 1.257791313775979
1.661579103520872, 1.259862445768703
1.5299731633072038, 1.2813939339650628
1.4930552355368967, 1.2982612329138081
1.4248176497726153, 1.2625656872456064
1.3406799837001906, 1.3086367757445587
1.272639155475218, 1.3154880803764901
1.2639673258216824, 1.3602916360958952
1.2209954792366426, 1.3480595305468666
1.1629095469346984, 1.26755752957447
1.2349911536774758, 1.1744841716326369
1.251129414164782, 1.1442216194077492
1.2096684583684345, 1.138704538005531
1.3088218313881084, 1.13962991977988
1.3531854786722588, 1.1328250085045857
1.4064850249390177, 1.1383188932284856
1.3545306789015332, 1.1037111060828626
1.3279818734527993, 1.1227974158486125
